AURKA_HUMAN,AURA,1483
AURKA_HUMAN,AurA,4101
AURKA_HUMAN,AURKA,1479
AURKA_HUMAN,Aurora 2,1489
AURKA_HUMAN,Aurora A,4017
AURKA_HUMAN,Aurora/IPL1-related kinase 1,1490
AURKA_HUMAN,Aurora-related kinase 1,1492
AURKA_HUMAN,AYK1,1484
AURKA_HUMAN,Breast tumor-amplified kinase,1494
AURKA_HUMAN,BTAK,1485
AURKA_HUMAN,hARK1,1493
AURKA_HUMAN,IAK1,1486
AURKA_HUMAN,Serine/threonine-protein kinase 15,1495
AURKA_HUMAN,Serine/threonine-protein kinase 6,1496
AURKA_HUMAN,Serine/threonine-protein kinase aurora-A,1497
AURKA_HUMAN,STK15,1487
AURKA_HUMAN,STK6,1488
AURKB_HUMAN,AIK2,922
AURKB_HUMAN,AIM1,923
AURKB_HUMAN,AIM-1,931
AURKB_HUMAN,AIRK2,924
AURKB_HUMAN,ARK2,925
AURKB_HUMAN,ARK-2,933
AURKB_HUMAN,AurB,5000
AURKB_HUMAN,Aurb,4047
AURKB_HUMAN,AURKB,921
AURKB_HUMAN,Aurora 1,929
AURKB_HUMAN,Aurora- and IPL1-like midbody-associated protein 1,930
AURKB_HUMAN,Aurora B,4021
AURKB_HUMAN,Aurora/IPL1-related kinase 2,932
AURKB_HUMAN,Aurora-related kinase 2,934
AURKB_HUMAN,Serine/threonine-protein kinase 12,936
AURKB_HUMAN,Serine/threonine-protein kinase 5,937
AURKB_HUMAN,Serine/threonine-protein kinase aurora-B,938
AURKB_HUMAN,STK1,926
AURKB_HUMAN,STK-1,935
AURKB_HUMAN,STK12,927
AURKB_HUMAN,STK5,928
AURKC_HUMAN,AIE2,1374
AURKC_HUMAN,AIK3,1375
AURKC_HUMAN,AIRK3,1376
AURKC_HUMAN,ARK3,1377
AURKC_HUMAN,ARK-3,1381
AURKC_HUMAN,AurC,4213
AURKC_HUMAN,AURKC,1373
AURKC_HUMAN,Aurora 3,1379
AURKC_HUMAN,Aurora C,4022
AURKC_HUMAN,Aurora/IPL1/Eg2 protein 2,1383
AURKC_HUMAN,Aurora/IPL1-related kinase 3,1380
AURKC_HUMAN,Aurora-related kinase 3,1382
AURKC_HUMAN,Serine/threonine-protein kinase 13,1384
AURKC_HUMAN,Serine/threonine-protein kinase aurora-C,1385
AURKC_HUMAN,STK13,1378
AVR2A_HUMAN,Activin receptor type IIA,2773
AVR2A_HUMAN,ACTRIIA,2775
AVR2A_HUMAN,ACTR-IIA,2774
AVR2A_HUMAN,ACVR2,2772
AVR2A_HUMAN,ACVR2A,2771
AVR2B_HUMAN,Activin receptor type IIB,2639
AVR2B_HUMAN,ACTR-IIB,2640
AVR2B_HUMAN,ACVR2B,2638
B1_VACCW,B1R,1206
B1_VACCW,Vaccinia protein kinase 1,1208
B1_VACCW,VACWR183,1205
B1_VACCW,VPK1,1204
BAZ1B_HUMAN,WSTF,4211
BCKD_HUMAN,BCKDHKIN,1980
BCKD_HUMAN,BCKDK,1977
BCKD_HUMAN,BCKD-kinase,1979
BCKD_HUMAN,Branched-chain alpha-ketoacid dehydrogenase kinase,1978
BCR_HUMAN,Bcr,4053
BIEA_HUMAN,BVR,4147
BLK_HUMAN,B lymphocyte kinase,1778
BLK_HUMAN,BLK,1777
BLK_HUMAN,p55-Blk,1779
BMP2K_HUMAN,BIKE,2663
BMP2K_HUMAN,BIKe,2665
BMP2K_HUMAN,BMP2K,2662
BMP2K_HUMAN,HRIHFB2017,2664
BMPR2_HUMAN,BMP type II receptor,2546
BMPR2_HUMAN,BMP type-2 receptor,2543
BMPR2_HUMAN,BMPR2,2541
BMPR2_HUMAN,BMPR-2,2544
BMPR2_HUMAN,BMPR-II,2547
BMPR2_HUMAN,Bone morphogenetic protein receptor type II,2545
BMPR2_HUMAN,PPH1,2542
BMR1A_HUMAN,Activin receptor-like kinase 3,1092
BMR1A_HUMAN,ACVRLK3,1088
BMR1A_HUMAN,ALK3,1089
BMR1A_HUMAN,ALK-3,1093
BMR1A_HUMAN,BMP type-1A receptor,1090
BMR1A_HUMAN,BMPR1A,1087
BMR1A_HUMAN,BMPR-1A,1091
BMR1A_HUMAN,CD antigen CD292,1096
BMR1A_HUMAN,Serine/threonine-protein kinase receptor R5,1094
BMR1A_HUMAN,SKR5,1095
BMR1B_HUMAN,BMP type-1B receptor,2764
BMR1B_HUMAN,BMPR1B,2763
BMR1B_HUMAN,BMPR-1B,2765
BMR1B_HUMAN,CD antigen CDw293,2766
BMX_HUMAN,BMX,580
BMX_HUMAN,Bone marrow tyrosine kinase gene in chromosome X protein,581
BMX_HUMAN,Epithelial and endothelial tyrosine kinase,582
BMX_HUMAN,NTK38,584
BRAF_HUMAN,BRAF,2321
BRAF_HUMAN,BRAF1,2322
BRAF_HUMAN,p94,2325
BRAF_HUMAN,Proto-oncogene B-Raf,2324
BRAF_HUMAN,RAFB1,2323
BRAF_HUMAN,v-Raf murine sarcoma viral oncogene homolog B1,2326
BRD4_HUMAN,BRD4,4257
BRSK1_HUMAN,BR serine/threonine-protein kinase 1,167
BRSK1_HUMAN,Brain-selective kinase 1,165
BRSK1_HUMAN,Brain-specific serine/threonine-protein kinase 1,166
BRSK1_HUMAN,BRSK1,161
BRSK1_HUMAN,BRSK1 iso2,4105
BRSK1_HUMAN,hSAD1,171
BRSK1_HUMAN,KIAA1811,162
BRSK1_HUMAN,SAD1,163
BRSK1_HUMAN,SAD1 homolog,170
BRSK1_HUMAN,SADB,164
BRSK1_HUMAN,Serine/threonine-protein kinase SAD-B,168
BRSK1_HUMAN,Synapses of Amphids Defective homolog 1,169
BRSK2_HUMAN,BR serine/threonine-protein kinase 2,1221
BRSK2_HUMAN,Brain-selective kinase 2,1219
BRSK2_HUMAN,Brain-specific serine/threonine-protein kinase 2,1220
BRSK2_HUMAN,BRSK2,1213
BRSK2_HUMAN,C11orf7,1214
BRSK2_HUMAN,HUSSY-12,1218
BRSK2_HUMAN,PEN11B,1215
BRSK2_HUMAN,SADA,1216
BRSK2_HUMAN,Serine/threonine-protein kinase 29,1222
BRSK2_HUMAN,Serine/threonine-protein kinase SAD-A,1223
BRSK2_HUMAN,STK29,1217
BTK_HUMAN,Agammaglobulinemia tyrosine kinase,545
BTK_HUMAN,AGMX1,542
BTK_HUMAN,ATK,543
BTK_HUMAN,B-cell progenitor kinase,546
BTK_HUMAN,BPK,544
BTK_HUMAN,Bruton tyrosine kinase,547
BTK_HUMAN,BTK,541
BTK_HUMAN,Btk,4143
BUB1_HUMAN,BUB1,1966
BUB1_HUMAN,BUB1A,1969
BUB1_HUMAN,BUB1L,1967
BUB1_HUMAN,hBUB1,1968
BUB1B_HUMAN,BUB1B,2283
BUB1B_HUMAN,BUBR1,2284
BUB1B_HUMAN,hBUBR1,2288
BUB1B_HUMAN,MAD3/BUB1-related protein kinase,2287
BUB1B_HUMAN,MAD3L,2285
BUB1B_HUMAN,Mitotic checkpoint kinase MAD3L,2289
BUB1B_HUMAN,Protein SSK1,2290
BUB1B_HUMAN,SSK1,2286
C43BP_HUMAN,COL4A3BP,4171
CAMKV_HUMAN,CAMKV,1501
CD11A_HUMAN,CDC2L2,3216
CD11A_HUMAN,CDC2L3,3217
CD11A_HUMAN,CDK11A,3215
CD11A_HUMAN,CDK11A iso10,4163
CD11A_HUMAN,Cell division cycle 2-like protein kinase 2,3219
CD11A_HUMAN,Cell division protein kinase 11A,3220
CD11A_HUMAN,Galactosyltransferase-associated protein kinase p58/GTA,3221
CD11A_HUMAN,PITSLRE serine/threonine-protein kinase CDC2L2,3222
CD11A_HUMAN,PITSLREB,3218
CD11B_HUMAN,CDC2L1,1741
CD11B_HUMAN,CDK11B,1742
CD11B_HUMAN,Cell division cycle 2-like protein kinase 1,1745
CD11B_HUMAN,Cell division protein kinase 11B,1747
CD11B_HUMAN,CLK-1,1746
CD11B_HUMAN,p58 CLK-1,1750
CD11B_HUMAN,PITSLRE serine/threonine-protein kinase CDC2L1,1749
CD11B_HUMAN,PITSLREA,1743
CD11B_HUMAN,PK58,1744
CDC7_HUMAN,CDC7,2641
CDC7_HUMAN,CDC7L1,2642
CDC7_HUMAN,CDC7-related kinase,2643
CDC7_HUMAN,HsCdc7,2644
CDC7_HUMAN,huCdc7,2645
CDK1_HUMAN,CDC2,2827
CDK1_HUMAN,CDC28A,2828
CDK1_HUMAN,CDK1,2826
CDK1_HUMAN,CDKN1,2829
CDK1_HUMAN,Cell division control protein 2 homolog,2831
CDK1_HUMAN,Cell division protein kinase 1,2832
CDK1_HUMAN,p34 protein kinase,2833
CDK1_HUMAN,P34CDC2,2830
CDK10_HUMAN,CDK10,1139
CDK10_HUMAN,Cell division protein kinase 10,1140
CDK10_HUMAN,Serine/threonine-protein kinase PISSLRE,1141
CDK12_HUMAN,Cdc2-related kinase  arginine/serine-rich,1932
CDK12_HUMAN,CDC2-related protein kinase 7,1935
CDK12_HUMAN,CDK12,1928
CDK12_HUMAN,Cell division cycle 2-related protein kinase 7,1934
CDK12_HUMAN,Cell division protein kinase 12,1936
CDK12_HUMAN,CRK7,1929
CDK12_HUMAN,CRKRS,1930
CDK12_HUMAN,CrkRS,1933
CDK12_HUMAN,hCDK12,1937
CDK12_HUMAN,KIAA0904,1931
CDK13_HUMAN,CDC2L,966
CDK13_HUMAN,CDC2L5,967
CDK13_HUMAN,CDC2-related protein kinase 5,970
CDK13_HUMAN,CDK13,965
CDK13_HUMAN,Cell division cycle 2-like protein kinase 5,971
CDK13_HUMAN,Cell division protein kinase 13,972
CDK13_HUMAN,CHED,968
CDK13_HUMAN,Cholinesterase-related cell division controller,974
CDK13_HUMAN,hCDK13,973
CDK13_HUMAN,KIAA1791,969
CDK14_HUMAN,CDK14,2260
CDK14_HUMAN,Cell division protein kinase 14,2263
CDK14_HUMAN,hPFTAIRE1,2265
CDK14_HUMAN,KIAA0834,2261
CDK14_HUMAN,PFTK1,2262
CDK14_HUMAN,Serine/threonine-protein kinase PFTAIRE-1,2264
CDK15_HUMAN,ALS2CR7,3038
CDK15_HUMAN,Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 7 protein,3040
CDK15_HUMAN,CDK15,3037
CDK15_HUMAN,Cell division protein kinase 15,3041
CDK15_HUMAN,PFTK2,3039
CDK15_HUMAN,Serine/threonine-protein kinase ALS2CR7,3042
CDK15_HUMAN,Serine/threonine-protein kinase PFTAIRE-2,3043
CDK16_HUMAN,CDK16,117
CDK16_HUMAN,Cell division protein kinase 16,120
CDK16_HUMAN,PCTAIRE1,118
CDK16_HUMAN,PCTAIRE-motif protein kinase 1,121
CDK16_HUMAN,PCTK1,119
CDK16_HUMAN,Serine/threonine-protein kinase PCTAIRE-1,122
CDK17_HUMAN,CDK17,2857
CDK17_HUMAN,Cell division protein kinase 17,2860
CDK17_HUMAN,PCTAIRE2,2858
CDK17_HUMAN,PCTAIRE-motif protein kinase 2,2861
CDK17_HUMAN,PCTK2,2859
CDK17_HUMAN,Serine/threonine-protein kinase PCTAIRE-2,2862
CDK18_HUMAN,CDK18,1347
CDK18_HUMAN,Cell division protein kinase 18,1350
CDK18_HUMAN,PCTAIRE3,1348
CDK18_HUMAN,PCTAIRE-motif protein kinase 3,1351
CDK18_HUMAN,PCTK3,1349
CDK18_HUMAN,Serine/threonine-protein kinase PCTAIRE-3,1352
CDK19_HUMAN,CDC2L6,1164
CDK19_HUMAN,CDC2-related protein kinase 6,1167
CDK19_HUMAN,CDK11,1165
CDK19_HUMAN,CDK19,1163
CDK19_HUMAN,Cell division cycle 2-like protein kinase 6,1168
CDK19_HUMAN,Cell division protein kinase 19,1169
CDK19_HUMAN,Cyclin-dependent kinase 11,1170
CDK19_HUMAN,Death-preventing kinase,1171
CDK19_HUMAN,KIAA1028,1166
CDK2_HUMAN,CDK2,1904
CDK2_HUMAN,CDK2-Cyclin A,4010
CDK2_HUMAN,CDKN2,1905
CDK2_HUMAN,Cell division protein kinase 2,1906
CDK2_HUMAN,p33 protein kinase,1907
CDK20_HUMAN,CAK-kinase p42,2464
CDK20_HUMAN,CCRK,2461
CDK20_HUMAN,CDCH,2462
CDK20_HUMAN,CDK20,2460
CDK20_HUMAN,CDK-activating kinase p42,2463
CDK20_HUMAN,Cell cycle-related kinase,2465
CDK20_HUMAN,Cell division protein kinase 20,2466
CDK20_HUMAN,Cyclin-dependent protein kinase H,2467
CDK20_HUMAN,Cyclin-kinase-activating kinase p42,2468
CDK3_HUMAN,CDK3,1694
CDK3_HUMAN,CDKN3,1695
CDK3_HUMAN,Cell division protein kinase 3,1696
CDK4_HUMAN,CDK4,770
CDK4_HUMAN,Cell division protein kinase 4,771
CDK4_HUMAN,PSK-J3,772
CDK5_HUMAN,CDK5,2119
CDK5_HUMAN,CDKN5,2120
CDK5_HUMAN,Cell division protein kinase 5,2121
CDK5_HUMAN,Serine/threonine-protein kinase PSSALRE,2122
CDK5_HUMAN,Tau protein kinase II catalytic subunit,2123
CDK5_HUMAN,TPKII catalytic subunit,2124
CDK6_HUMAN,CDK6,534
CDK6_HUMAN,CDKN6,535
CDK6_HUMAN,Cell division protein kinase 6,536
CDK6_HUMAN,Serine/threonine-protein kinase PLSTIRE,537
CDK7_HUMAN,39 kDa protein kinase,2447
CDK7_HUMAN,CAK,2442
CDK7_HUMAN,CAK1,2443
CDK7_HUMAN,CDK7,2441
CDK7_HUMAN,CDK-activating kinase 1,2449
CDK7_HUMAN,CDKN7,2444
CDK7_HUMAN,Cell division protein kinase 7,2450
CDK7_HUMAN,MO15,2445
CDK7_HUMAN,p39 Mo15,2448
CDK7_HUMAN,Serine/threonine-protein kinase 1,2451
CDK7_HUMAN,TFIIH basal transcription factor complex kinase subunit,2452
CDK8_HUMAN,CDK8,1196
CDK8_HUMAN,Cell division protein kinase 8,1197
CDK8_HUMAN,Mediator complex subunit CDK8,1198
CDK8_HUMAN,Mediator of RNA polymerase II transcription subunit CDK8,1199
CDK8_HUMAN,Protein kinase K35,1200
CDK9_HUMAN,C-2K,2387
CDK9_HUMAN,CDC2L4,2385
CDK9_HUMAN,CDK9,2384
CDK9_HUMAN,CDK9-Cyclin T1,4041
CDK9_HUMAN,Cell division cycle 2-like protein kinase 4,2388
CDK9_HUMAN,Cell division protein kinase 9,2389
CDK9_HUMAN,Serine/threonine-protein kinase PITALRE,2390
CDK9_HUMAN,TAK,2386
CDK9_HUMAN,Tat-associated kinase complex catalytic subunit,2391
CDKA1_HUMAN,CDK2AP1,280
CDKA1_HUMAN,CDK2-associated protein 1,283
CDKA1_HUMAN,CDKAP1,281
CDKA1_HUMAN,Deleted in oral cancer 1,284
CDKA1_HUMAN,DOC1,282
CDKA1_HUMAN,DOC-1,285
CDKA1_HUMAN,Putative oral cancer suppressor,286
CDKL1_HUMAN,CDKL1,158
CDKL1_HUMAN,Protein kinase p42 KKIALRE,159
CDKL1_HUMAN,Serine/threonine-protein kinase KKIALRE,160
CDKL2_HUMAN,CDKL2,2027
CDKL2_HUMAN,Protein kinase p56 KKIAMRE,2028
CDKL2_HUMAN,Serine/threonine-protein kinase KKIAMRE,2029
CDKL3_HUMAN,CDKL3,1244
CDKL3_HUMAN,NKIAMRE,1245
CDKL3_HUMAN,Serine/threonine-protein kinase NKIAMRE,1246
CDKL4_HUMAN,CDKL4,3171
CDKL5_HUMAN,CDKL5,946
CDKL5_HUMAN,Serine/threonine-protein kinase 9,948
CDKL5_HUMAN,STK9,947
CHK1_HUMAN,Cell cycle checkpoint kinase,3110
CHK1_HUMAN,Checkpoint kinase-1,3111
CHK1_HUMAN,CHEK1,3107
CHK1_HUMAN,CHK1,3108
CHK1_HUMAN,Chk1,4049
CHK1_HUMAN,CHK1 checkpoint homolog,3109
CHK2_HUMAN,CDS1,2313
CHK2_HUMAN,Cds1 homolog,2317
CHK2_HUMAN,Checkpoint kinase 2,2320
CHK2_HUMAN,CHEK2,2312
CHK2_HUMAN,CHK2,2314
CHK2_HUMAN,Chk2,4065
CHK2_HUMAN,CHK2 checkpoint homolog,2316
CHK2_HUMAN,hCds1,2319
CHK2_HUMAN,Hucds1,2318
CHK2_HUMAN,RAD53,2315
CLK1_HUMAN,CDC-like kinase 1,540
CLK1_HUMAN,CLK,539
CLK1_HUMAN,CLK1,538
CLK2_HUMAN,CDC-like kinase 2,1425
CLK2_HUMAN,CLK2,1424
CLK3_HUMAN,CDC-like kinase 3,228
CLK3_HUMAN,CLK3,227
CLK4_HUMAN,CDC-like kinase 4,3101
CLK4_HUMAN,CLK4,3100
COQ8A_HUMAN,aarF domain-containing protein kinase 3,1734
COQ8A_HUMAN,ADCK3,1728
COQ8A_HUMAN,CABC1,1729
COQ8A_HUMAN,Chaperone activity of bc1 complex-like,1731
COQ8A_HUMAN,Chaperone-ABC1-like,1732
COQ8A_HUMAN,Coenzyme Q protein 8A,1733
COQ8A_HUMAN,COQ8A,1727
COQ8A_HUMAN,PP265,1730
COQ8B_HUMAN,AarF domain-containing protein kinase 4,221
COQ8B_HUMAN,ADCK4,220
COQ8B_HUMAN,Coenzyme Q protein 8B,222
COQ8B_HUMAN,COQ8B,219
CRP_HUMAN,CRP78,4199
CSF1R_HUMAN,CD antigen CD115,2399
CSF1R_HUMAN,CSF-1 receptor,2394
CSF1R_HUMAN,CSF1R,2392
CSF1R_HUMAN,CSF-1R,2396
CSF1R_HUMAN,CSF-1-R,2395
CSF1R_HUMAN,CSFR,4175
CSF1R_HUMAN,FMS,2393
CSF1R_HUMAN,M-CSF-R,2397
CSF1R_HUMAN,Proto-oncogene c-Fms,2398
CSK_HUMAN,CSK,650
CSK_HUMAN,C-Src kinase,651
CSK_HUMAN,Protein-tyrosine kinase CYL,652
CSK21_HUMAN,CK II alpha,3205
CSK21_HUMAN,CK2,4027
CSK21_HUMAN,CK2A1,3204
CSK21_HUMAN,CSNK2A1,3203
CSK22_HUMAN,CK II alpha',886
CSK22_HUMAN,CK2A2,885
CSK22_HUMAN,CK2B,4179
CSK22_HUMAN,CSNK2A2,884
CSK23_HUMAN,Casein kinase II alpha 1 polypeptide pseudogene,3026
CSK23_HUMAN,CK II alpha 3,3025
CSK23_HUMAN,CSNK2A1P,3024
CSK23_HUMAN,CSNK2A3,3023
CSKP_HUMAN,Calcium/calmodulin-dependent serine protein kinase,1012
CSKP_HUMAN,CASK,1009
CSKP_HUMAN,hCASK,1011
CSKP_HUMAN,LIN2,1010
CSKP_HUMAN,Protein lin-2 homolog,1013
CTRO_HUMAN,CIT,1252
CTRO_HUMAN,CRIK,1253
CTRO_HUMAN,KIAA0949,1254
CTRO_HUMAN,Serine/threonine-protein kinase 21,1256
CTRO_HUMAN,STK21,1255
DAPK1_HUMAN,DAP kinase 1,1057
DAPK1_HUMAN,DAPK,1056
DAPK1_HUMAN,DAPK1,1055
DAPK2_HUMAN,DAP kinase 2,100
DAPK2_HUMAN,DAPK2,99
DAPK2_HUMAN,DAP-kinase-related protein 1,101
DAPK2_HUMAN,DRP-1,102
DAPK3_HUMAN,DAP kinase 3,2624
DAPK3_HUMAN,DAPK3,2622
DAPK3_HUMAN,DAP-like kinase,2625
DAPK3_HUMAN,Dlk,2626
DAPK3_HUMAN,MYPT1 kinase,2627
DAPK3_HUMAN,ZIPK,2623
DAPK3_HUMAN,ZIP-kinase,2629
DAPK3_HUMAN,Zipper-interacting protein kinase,2628
DCLK1_HUMAN,DCAMKL1,513
DCLK1_HUMAN,DCDC3A,514
DCLK1_HUMAN,DCLK1,512
DCLK1_HUMAN,Doublecortin domain-containing protein 3A,516
DCLK1_HUMAN,Doublecortin-like and CAM kinase-like 1,517
DCLK1_HUMAN,Doublecortin-like kinase 1,518
