Gene.symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
AANAT,-0.411657298,-0.005764191,-3.410479697,0.001039998,0.003019309,-1.718883975
AAR2,0.071475711,-0.09128438,0.346550485,0.729884018,0.788245332,-7.107623743
AARS,0.609181474,-0.025541843,2.626207544,0.010431538,0.022160535,-3.843815146
AARS2,0.734629077,0.035686759,3.568337953,0.000625416,0.001938689,-1.240972539
AASDH,1.056712765,0.140975671,4.634443032,1.45E-05,7.48E-05,2.353806295
AASDHPPT,-0.352136267,-0.010866425,-3.343474215,0.001285079,0.003616482,-1.916955746
AASS,1.679511332,0.057292074,7.372447708,1.71E-10,4.00E-09,13.45573357
AATBC,0.395906174,0.220251354,1.146390848,0.25521996,0.336552296,-6.511881537
AATF,0.41394033,-0.021890928,1.830251153,0.071122043,0.114688165,-5.517285746
AATK,-0.87798893,0.024635323,-4.285353111,5.27E-05,0.000228547,1.112387358
ABAT,1.469184067,0.106029978,2.837338536,0.005825704,0.013406479,-3.315060948
ABCA1,-0.181179892,0.056677451,-1.751586115,0.08386781,0.131742303,-5.653419371
ABCA11P,-0.148376777,-0.00511977,-0.710279586,0.479698531,0.563745217,-6.914830137
ABCA12,-0.431545438,0.014292413,-4.298395283,5.03E-05,0.000219322,1.157729131
ABCA13,0.177891535,0.150538964,0.742554218,0.460034153,0.544817935,-6.891379399
ABCA17P,-0.273316345,0.128877064,-0.869821712,0.387129082,0.47453637,-6.788921269
ABCA2,-0.318276624,0.104315361,-1.713690146,0.090650433,0.14083408,-5.717032393
ABCA3,0.525591217,0.037244314,1.896521533,0.061680573,0.101744786,-5.398359394
ABCA4,-0.56775334,0.002588648,-4.537579942,2.09E-05,0.000102354,2.003716219
ABCA5,2.825199301,0.261307136,10.30296341,4.31E-16,4.00E-14,26.20347357
ABCA6,0.917476664,0.112141863,4.661745142,1.31E-05,6.84E-05,2.453230632
ABCA7,-0.054301906,0.135296307,-0.181187458,0.856701418,0.890733774,-7.151528697
ABCA8,7.797668849,0.739625365,11.51793756,2.34E-18,3.64E-16,31.36631603
ABCA9,1.489768543,0.261496048,5.300607917,1.09E-06,7.92E-06,4.865061626
ABCB1,1.724521453,0.129393961,7.771470184,2.96E-11,8.54E-10,15.1846498
ABCB10,0.548277596,-0.038811381,1.330755815,0.187237051,0.258695176,-6.286471739
ABCB11,-0.152089614,0.04693849,-1.333232962,0.186426797,0.257719911,-6.283224413
ABCB4,-0.290425968,0.530222107,-1.046991893,0.298412406,0.383207471,-6.619959579
ABCB4///ABCB1,1.853725036,0.180690449,7.178841169,3.98E-10,8.41E-09,12.62187049
ABCB5,-0.174493058,0.375356348,-0.693847608,0.489887197,0.573685637,-6.926374627
ABCB6,-0.14752389,0.048138411,-0.994676881,0.323040999,0.409369491,-6.673019922
ABCB7,1.595044054,0.092549555,7.393264757,1.56E-10,3.72E-09,13.54561218
ABCB8,0.26769306,0.090075027,2.054750537,0.043330585,0.075310827,-5.098949611
ABCB8///ASIC3,-0.071094975,0.027695854,-0.554084287,0.581143311,0.658319,-7.013757317
ABCB9,0.063736148,0.050103726,0.287234449,0.774712318,0.826201438,-7.126531003
ABCC1,0.131539315,0.021360751,0.839728725,0.403686935,0.490852388,-6.81458223
ABCC10,0.173060977,0.014199245,0.845163426,0.400665044,0.487738466,-6.81001352
ABCC11,-0.490815979,0.077851792,-3.364051278,0.001204559,0.003423264,-1.856437769
ABCC12,-0.738648888,0.02426191,-6.845859886,1.69E-09,2.98E-08,11.19784596
ABCC13,-0.417198089,0.562279356,-1.236534274,0.220057047,0.296788519,-6.405695796
ABCC2,-0.564402591,0.062779361,-4.019473989,0.000135869,0.000516713,0.206860101
ABCC3,0.511463167,0.282844005,1.399279381,0.165786056,0.233850561,-6.194523155
ABCC4,2.662444048,0.637909677,5.988353538,6.52E-08,6.96E-07,7.613869139
ABCC5,-0.337531282,0.021259258,-2.024830099,0.04638758,0.079837226,-5.157220883
ABCC6P1,-0.19277755,0.097786085,-1.344500381,0.182774631,0.253427873,-6.268381107
ABCC8,-0.423930757,0.03517134,-2.281154381,0.025332928,0.047810683,-4.633524452
ABCC9,0.297999643,0.305032082,1.074328866,0.286064855,0.369809014,-6.591182318
ABCD1,-0.694586971,-0.015084365,-4.642493452,1.41E-05,7.28E-05,2.383089273
ABCD2,-0.156305206,0.045872852,-1.431623787,0.156339702,0.222394503,-6.149598782
ABCD3,-0.512911941,0.119814768,-2.43419125,0.017265698,0.03435053,-4.294977646
ABCD4,-0.564461118,0.003396691,-4.098835371,0.000102779,0.000404435,0.473310827
ABCE1,0.308222421,-0.012155073,1.084954958,0.281361616,0.364962709,-6.579802182
ABCF1,-0.467142437,-0.278807473,-1.480447031,0.142876175,0.206025405,-6.079946687
ABCF2,-0.217426306,0.358192308,-0.747330597,0.457163559,0.541967106,-6.887821635
ABCF3,-0.121039474,0.040875,-0.661980241,0.509980552,0.592820811,-6.948002706
ABCG1,0.350101144,0.160213665,0.981388219,0.329506441,0.416198921,-6.686076135
ABCG2,0.820621402,0.3403268,2.012503702,0.047699828,0.081766403,-5.181004018
ABCG4,-0.272124472,0.049296739,-1.570044049,0.120547501,0.178829429,-5.946406453
ABCG5,-0.676118586,0.003844395,-4.998544766,3.59E-06,2.21E-05,3.705267093
ABCG8,-0.298833377,0.046919909,-2.058849901,0.042925575,0.074703524,-5.09090635
ABHD1,-0.498651954,0.003068572,-3.461637524,0.000883325,0.002625868,-1.565720641
ABHD10,0.995681915,-0.033891892,2.590535131,0.011476926,0.024057049,-3.929808424
ABHD11,-0.097882888,0.088336666,-0.6675063,0.506464958,0.589686028,-6.944324222
ABHD12,0.211892845,0.025297442,1.181576923,0.241047369,0.320526215,-6.471354639
ABHD13,0.488832978,0.048451092,1.776038961,0.079717787,0.126249657,-5.611691396
ABHD14A-ACY1///ACY1,-0.547231177,-0.032654899,-2.428270456,0.017529019,0.034777888,-4.308426804
ABHD14A///ACY1,-0.159388455,0.041046674,-0.665059954,0.508019681,0.591062638,-6.945956388
ABHD14B,-0.055621561,0.083621265,-0.269280712,0.788441349,0.836554229,-7.131557699
ABHD15,0.482173917,0.060278434,2.757895796,0.007278447,0.016255886,-3.517944223
ABHD16A,0.071968497,0.182456033,0.43157449,0.667269094,0.734427686,-7.07437244
ABHD16B,0.109530064,0.102071401,0.809923898,0.420505517,0.507332669,-6.839123131
ABHD17A,1.528326405,0.113669889,5.991798296,6.42E-08,6.88E-07,7.627961281
ABHD17B,-0.250946128,0.033999636,-2.039499382,0.04486641,0.077597798,-5.128747535
ABHD17C,-1.262583911,-0.005947427,-4.200486188,7.16E-05,0.000296784,0.819409851
ABHD18,0.758604876,0.292490783,2.263161121,0.026472355,0.049623942,-4.672075524
ABHD2,1.583536843,0.171965139,7.49356972,1.01E-10,2.50E-09,13.97922438
ABHD3,0.617909886,-0.050591835,2.173498874,0.032848631,0.059503499,-4.860186545
ABHD4,0.170851313,-0.004562284,1.156795133,0.250969011,0.331517204,-6.500021119
ABHD5,-0.212382722,0.177585568,-1.222215336,0.225392703,0.302716909,-6.42307947
ABHD6,0.840851379,0.096352941,4.175372279,7.83E-05,0.000320849,0.733407956
ABHD8,0.191106576,0.040549672,1.091916056,0.278309715,0.361571573,-6.572288253
ABI1,-0.042706961,0.079593708,-0.541849654,0.589502738,0.666327908,-7.020483246
ABI2,1.471241276,0.14380017,7.016071624,8.09E-10,1.57E-08,11.92401373
ABI3,-0.04509347,0.00913943,-0.339681521,0.735030686,0.792485049,-7.10999393
ABI3BP,2.378574097,0.31798204,11.50617044,2.46E-18,3.77E-16,31.31699842
ABL1,1.434535034,0.058080907,4.006206465,0.000142318,0.00053838,0.16264334
ABL2,1.059857506,-0.000641265,4.954690433,4.26E-06,2.57E-05,3.539672291
ABLIM1,1.775841692,0.089163668,3.179508591,0.002133075,0.005602063,-2.389205391
ABLIM2,-0.290626986,0.15083241,-1.65695679,0.101639526,0.155001847,-5.809855781
ABLIM3,0.455620941,0.019274592,2.312005613,0.023479735,0.04478098,-4.566806505
ABO,-0.279967236,0.139662814,-1.179341365,0.24193067,0.321604536,-6.473964677
ABR,1.69050625,0.107668157,6.672481616,3.57E-09,5.61E-08,10.46245607
ABRA,-0.180927023,0.070939854,-1.300172365,0.197460099,0.270515466,-6.326088711
ABRACL,1.885409099,-0.141025104,3.455507765,0.000900847,0.002672236,-1.584160377
ABT1,-0.131446855,-0.044372335,-0.742122483,0.460294131,0.545038681,-6.891699876
ABTB1,-0.425704545,0.107412262,-2.548824992,0.01281888,0.026472893,-4.029106013
ABTB2,-0.186722451,0.140016499,-1.107808153,0.271428599,0.353977047,-6.554959605
ACAA1,0.705306178,-0.023625361,2.980533257,0.003860226,0.009394162,-2.937699323
ACAA2,0.05538946,0.178080201,0.373031323,0.710160614,0.77135981,-7.098043768
ACACA,-0.561511706,0.007597666,-2.955268708,0.004154883,0.009996281,-3.005353498
ACACB,2.03263213,0.161035847,4.225072159,6.55E-05,0.000275316,0.903913911
ACAD10,-0.236384896,0.033103716,-1.866731281,0.06578524,0.107510025,-5.452297219
ACAD8,1.348730601,0.10581495,5.001799307,3.54E-06,2.19E-05,3.71758562
ACAD9,-0.134804204,-0.029218327,-1.058189264,0.293311559,0.377792497,-6.608259322
ACADL,0.956710987,0.267606376,3.921212159,0.000191151,0.000697121,-0.118346633
ACADM,1.659822543,-0.22496157,3.219863005,0.001885749,0.005039474,-2.274642959
ACADS,-0.067743069,0.061203691,-0.442411721,0.659444289,0.727871624,-7.06961444
ACADSB,0.067031429,0.071310494,0.213326713,0.831641756,0.870708229,-7.145146522
ACADVL,0.720674157,-0.053144437,2.432613382,0.017335524,0.034470933,-4.29856453
ACAN,-0.419524618,0.149714532,-2.352564757,0.021226442,0.041054292,-4.47791244
ACAP1,0.279844561,0.099719526,1.330879466,0.187196543,0.258655291,-6.28630978
ACAP2,-0.958526764,0.174048865,-3.163392823,0.002240071,0.005848504,-2.434648168
ACAP3,1.23135762,0.103164584,6.070713757,4.62E-08,5.18E-07,7.951571545
ACAT1,0.16047076,0.072949523,1.011141909,0.315147906,0.401174474,-6.656605666
ACAT2,0.672740559,0.032695497,2.590229223,0.011486287,0.024072129,-3.930541605
ACBD3,-0.085605167,0.197436789,-0.299336609,0.765497997,0.818759497,-7.12296004
ACBD4,0.183369533,-0.01034058,1.154791778,0.251783594,0.332415379,-6.502312896
ACBD5,-0.504205945,0.049744539,-2.682001883,0.00896876,0.019496655,-3.70735574
ACBD6,0.488148272,0.022422078,1.761128747,0.082227529,0.129614664,-5.63719859
ACCS,1.261786036,0.081027672,4.598300564,1.66E-05,8.41E-05,2.222690136
ACD,0.346471921,0.103680517,1.589116309,0.116174155,0.173278689,-5.917030263
ACE,-0.404687001,0.160078818,-1.935142187,0.056682902,0.09466036,-5.327278796
ACE2,-0.899166783,0.11212407,-4.371007729,3.86E-05,0.000174041,1.411687838
ACER1,-0.354822843,0.094502379,-2.344062057,0.02168224,0.041804864,-4.496658751
ACER2,0.019180854,0.044354289,0.07522208,0.940235114,0.954629259,-7.16520859
ACER3,0.343837638,0.056296234,1.105390923,0.272467504,0.355061014,-6.557610975
ACHE,-0.076308632,0.169171501,-0.422450776,0.673885463,0.739988579,-7.078287092
ACIN1,1.022340884,-0.031480569,4.575918657,1.81E-05,9.06E-05,2.141783465
ACKR1,-0.225042,0.225673327,-0.698806969,0.486799683,0.570676643,-6.922918469
ACKR2,-1.118378442,0.018793442,-5.450205159,5.96E-07,4.71E-06,5.451042588
ACKR3,0.840169405,0.131583211,2.752309405,0.007392148,0.01646561,-3.532034174
ACKR4,0.31732305,0.340684552,0.953703693,0.3432487,0.430072137,-6.712726271
ACLY,0.243395031,0.075711683,0.922106536,0.359382874,0.446361123,-6.742232739
ACMSD,-0.381011536,-0.009762627,-3.989893618,0.000150649,0.000564802,0.108407706
ACO1,0.047957389,0.081817555,0.230865566,0.818037864,0.860153285,-7.141225639
ACO2,-0.668483937,-0.08414222,-4.142839599,8.79E-05,0.000355056,0.622480844
ACOD1,-0.821452271,-0.025097026,-5.747642176,1.77E-07,1.65E-06,6.636560156
ACOT1///ACOT2,0.650175384,0.211234581,1.864472045,0.066105686,0.107946388,-5.456356011
ACOT11,-0.639488205,0.100031135,-2.974622628,0.003927373,0.009530431,-2.953567809
ACOT12,-0.246587356,0.023446633,-2.341023444,0.021847224,0.042082799,-4.503343895
ACOT13,0.024519648,-0.056717205,0.1111979,0.911751737,0.93321213,-7.161831471
ACOT4,-0.70740437,-0.036460142,-3.687411619,0.000422312,0.001372762,-0.870326365
ACOT6,-0.36669241,0.003644587,-3.813785941,0.000276102,0.00095076,-0.467756144
ACOT7,-0.506035997,0.223485701,-1.514542291,0.134024724,0.195556367,-6.029999143
ACOT8,-1.558232596,0.074934781,-6.044848787,5.14E-08,5.70E-07,7.845344447
ACOT9,2.125415147,0.108815176,6.037798714,5.30E-08,5.85E-07,7.816417075
ACOX1,0.687825873,0.086810148,2.388136968,0.019410518,0.037968408,-4.398850166
ACOX2,1.651601931,0.156232951,7.721778857,3.69E-11,1.02E-09,14.9687197
ACOX3,0.107356786,0.017179973,0.655182655,0.514322867,0.597270364,-6.952486132
ACOXL,0.114924311,0.099063862,1.051617658,0.296297908,0.381086752,-6.615140719
ACP1,-0.20063679,0.011332791,-1.544946245,0.126501639,0.186183132,-5.984556796
ACP2,0.454090545,-0.078275352,1.814407574,0.073550136,0.118117295,-5.545145145
ACP5,-0.017360914,0.07153975,-0.059183236,0.952961069,0.964902393,-7.16629416
ACP6,0.036475731,0.092401155,0.173803481,0.86248072,0.895234683,-7.152848235
ACPP,2.3509466,0.269846145,8.025145142,9.69E-12,3.19E-10,16.28906768
ACPT,-0.289089756,0.055809932,-1.526172102,0.131106412,0.191943312,-6.012717285
ACR,-0.670546219,0.003149505,-4.384973421,3.67E-05,0.000166487,1.460824
ACRBP,-0.100949203,0.128342585,-0.579915876,0.563681839,0.642122529,-6.999067401
ACRC,0.569157716,0.271585481,1.199747545,0.233953724,0.312383469,-6.449963617
ACRV1,-0.816390242,-0.030187549,-5.8173185,1.33E-07,1.28E-06,6.91790351
ACSBG1,-0.308689604,0.015338343,-2.879231107,0.005171853,0.012076896,-3.206200393
ACSBG2,-1.046919098,-0.07357608,-5.882048205,1.01E-07,1.02E-06,7.180423683
ACSF2,0.632144954,-0.01095268,2.176968483,0.032578927,0.059071927,-4.853031773
ACSF3,-0.055833793,0.038912765,-0.378012636,0.706471989,0.768442609,-7.096163168
ACSL1,2.11313468,0.207379754,7.068696083,6.44E-10,1.29E-08,12.1492887
ACSL3,1.826969586,0.115304907,4.000385091,0.000145239,0.000547287,0.143272383
ACSL4,-0.012047635,0.130734827,-0.068375442,0.945665841,0.959213797,-7.165703686
ACSL5,0.86824737,0.031128444,2.849830412,0.005623189,0.012990216,-3.282734499
ACSL6,0.035550788,0.056208964,0.311585881,0.756206006,0.810674144,-7.11919598
ACSM1,-0.113471415,0.07780334,-0.815297491,0.417442607,0.504459004,-6.834762959
ACSM2A,-0.561955013,0.667815458,-1.433804968,0.155717973,0.221623588,-6.146534237
ACSM2B,-0.321184823,0.087611544,-2.242457514,0.027839072,0.051766695,-4.71610351
ACSM2B///ACSM2A,-0.37781694,0.072936773,-2.682759045,0.008950262,0.019465965,-3.705487568
ACSM3,0.10566658,0.231713294,0.367908207,0.713961478,0.774806505,-7.099951976
ACSM5,-0.395076505,0.193826433,-2.013008078,0.047645515,0.081692206,-5.18003341
ACSS1,-0.103389261,0.197105012,-0.574651483,0.567219435,0.645551427,-7.00211499
ACSS2,0.563282099,-0.031491392,2.797866155,0.006510486,0.014756172,-3.416451837
ACSS3,2.601161964,0.112446276,4.653530588,1.35E-05,7.02E-05,2.423282152
ACTA1,0.287438475,0.157636226,2.006194036,0.048383772,0.082772791,-5.193127697
ACTA2,0.398919259,0.031381446,2.326030709,0.022677679,0.043490179,-4.53621897
ACTA2-AS1,-0.343551095,0.225409006,-2.001031823,0.048949566,0.083631271,-5.203021149
ACTB,-0.360496673,0.015777005,-3.258261868,0.001675574,0.004554487,-2.164615385
ACTBP9,-0.441876275,-0.032889837,-2.420949616,0.017859567,0.035343165,-4.325017436
ACTC1,-0.381363418,0.092598221,-1.753736522,0.083495838,0.131297221,-5.649771152
ACTG1///ACTB,1.139427748,-0.161200636,3.940201072,0.000179014,0.000657064,-0.055913163
ACTG1P17,-0.289893146,0.051451401,-2.684905974,0.008898,0.019371261,-3.700188009
ACTG1P4///AMY2B///AMY2A///AMY1C///AMY1B///AMY1A,0.782890198,0.434078776,0.91560038,0.362764457,0.449957521,-6.748187754
ACTG1P4///RNPC3///AMY2B,0.790328323,0.009941008,2.93714904,0.004378877,0.010463815,-3.053593555
ACTG2,-0.636584265,0.87574227,-0.928270288,0.35619795,0.443322205,-6.736553093
ACTL10,-0.447772996,0.017561074,-2.448636077,0.016638065,0.033256673,-4.262048642
ACTL6A,-0.468163466,-0.22456445,-1.12065884,0.265951958,0.348168337,-6.540770063
ACTL6B,-0.224649708,0.080274845,-1.593076931,0.115282106,0.172214028,-5.910888268
ACTL7A,-0.589185192,0.064682348,-3.724491828,0.000373126,0.001233815,-0.753173325
ACTL7B,-0.316650215,-0.001377391,-2.590409054,0.011480783,0.024062864,-3.930110607
ACTL8,-0.651435432,0.130396825,-2.716319218,0.00816446,0.01798577,-3.622246734
ACTL9,-0.292702337,0.101074306,-1.532557977,0.129525483,0.189966718,-6.003175028
ACTN1,-0.159205527,0.309230731,-0.460255085,0.646643587,0.717162465,-7.061524737
ACTN2,0.049546603,0.07948889,0.38645799,0.700234343,0.762890142,-7.092918003
ACTN3,-0.492083124,0.030016026,-3.19943994,0.002007354,0.005315864,-2.332759675
ACTN4,0.734945403,-0.001891636,3.275034904,0.001590843,0.004351321,-2.116245476
ACTR10,1.986845433,0.100714933,4.070371309,0.00011364,0.000441004,0.377360384
ACTR1A,0.059230715,0.048633938,0.283877528,0.777274011,0.828304517,-7.127495476
ACTR1B,0.2853725,-0.041140289,1.46488256,0.147066059,0.211176406,-6.102390943
ACTR2,0.013581967,0.055182576,0.045669137,0.963693414,0.972534237,-7.167007743
ACTR3,-0.314785403,0.013317941,-1.949024972,0.054972407,0.092233605,-5.301410572
ACTR3B,-0.781782099,0.053058096,-4.626747128,1.49E-05,7.67E-05,2.325839325
ACTR3BP2,-0.786910791,0.144795399,-3.978523944,0.000156731,0.000584546,0.070692078
ACTR3BP2///ACTR3BP5,-0.509777059,0.085291081,-2.86917626,0.00532231,0.012382687,-3.232445628
ACTR3C,-0.404646034,-0.015165667,-1.93257811,0.057003713,0.09511034,-5.332038202
ACTR5,-0.124432406,0.02340046,-0.861749957,0.391528375,0.478951391,-6.795891189
ACTR6,-0.044952933,0.041819498,-0.313273949,0.754928259,0.809655912,-7.118665452
ACTR8,-0.313759443,0.065409869,-1.789194846,0.077556384,0.12335412,-5.589021113
ACTRT2,-1.004737633,0.020946762,-5.726859165,1.93E-07,1.76E-06,6.552896282
ACTRT3,-0.50441078,0.030078858,-2.624922889,0.010467633,0.022215976,-3.846929013
ACVR1,1.550001062,-0.000901519,3.34368836,0.001284216,0.003614968,-1.916327353
ACVR1B,-0.17855841,0.068920831,-1.184474649,0.239905885,0.319275838,-6.467964425
ACVR1C,-0.317433805,0.220363638,-1.834851991,0.07042963,0.113720157,-5.509154073
ACVR2A,1.740149511,0.364199476,4.230696121,6.42E-05,0.000270726,0.9232868
ACVR2B,0.266076627,0.078128469,0.878913303,0.382210932,0.469673678,-6.780994459
ACVR2B-AS1,-0.590323529,-0.018205185,-3.196862935,0.00202321,0.005348928,-2.340072909
ACVRL1,-0.752663013,0.21421447,-2.631742467,0.01027731,0.02188101,-3.830384578
ACY1,-0.075805512,0.178966423,-0.48183081,0.631306878,0.703559363,-7.051318159
ACY3,-0.687366017,0.019476055,-4.785511423,8.18E-06,4.55E-05,2.907939461
ACYP1,1.039916887,-0.000810385,2.429903152,0.017456051,0.034671253,-4.304720912
ADA,-0.129421082,0.144807254,-0.679601923,0.498815488,0.582488778,-6.936167179
ADAD1,-0.346579303,0.107266176,-2.199005348,0.030910665,0.056518216,-4.807354199
ADAD2,-0.324309145,0.079729123,-1.92840651,0.057528946,0.095893084,-5.33976925
ADAL,0.536158995,0.072472876,2.338589992,0.021980152,0.042309508,-4.508692237
ADAM10,0.304902887,0.114374091,1.49150773,0.139955895,0.202590056,-6.063860897
ADAM11,0.178193831,0.247974352,1.063377445,0.29096848,0.375122452,-6.602797166
ADAM12,-0.429174443,0.773886222,-0.799861687,0.426276975,0.512706537,-6.847211455
ADAM15,-0.311616753,0.051864723,-2.312339653,0.023460344,0.04475168,-4.566079859
ADAM17,0.642349183,-0.011416582,2.98909089,0.003764892,0.009189057,-2.914680258
ADAM18,-0.440954615,0.062714367,-3.791716201,0.000297551,0.001015025,-0.538728348
ADAM19,-0.590738473,0.132395296,-2.024868173,0.046383575,0.079836517,-5.15714722
ADAM2,-0.043671564,0.063202381,-0.481994028,0.631191461,0.703519488,-7.051239177
ADAM20,-0.53570786,-0.038721571,-4.445055497,2.94E-05,0.000137469,1.673269525
ADAM21,-0.799523425,-0.05355956,-6.036531707,5.33E-08,5.87E-07,7.811219619
ADAM22,-0.036807463,0.150909786,-0.142310341,0.887210415,0.914411068,-7.157860219
ADAM23,0.278743483,0.23271489,0.914544856,0.363314976,0.450514626,-6.749149976
ADAM28,-0.233821489,0.23107989,-0.817463201,0.416211968,0.503245518,-6.832997677
ADAM30,-0.6434575,0.079721402,-4.048296989,0.000122814,0.000472727,0.303244282
ADAM32,-0.72623647,0.116191776,-4.71300312,1.08E-05,5.78E-05,2.640762056
ADAM33,0.656996247,0.081776447,2.973782254,0.003937007,0.009549066,-2.95582197
ADAM3A,-0.188216285,0.042513615,-1.904186676,0.060660094,0.10030825,-5.384355336
ADAM3B,-0.063382445,0.071080261,-0.632648048,0.528857063,0.610067632,-6.967021726
ADAM5,-0.87724898,-0.032748136,-5.594353511,3.32E-07,2.82E-06,6.022339411
ADAM6,-0.6544582,-0.03488997,-5.414722844,6.88E-07,5.34E-06,5.311402402
ADAM7,-0.205165065,0.066264065,-2.063452206,0.042474767,0.074078314,-5.08185921
ADAM8,-0.420200894,0.242764471,-1.246559888,0.216376603,0.292623972,-6.393408629
ADAM9,1.018282376,0.088309749,5.984622272,6.62E-08,7.04E-07,7.598608166
ADAMDEC1,-1.192362741,0.303732664,-2.966461644,0.004021863,0.009721508,-2.975436958
ADAMTS1,-0.25797726,0.143150317,-0.799595946,0.426430034,0.512754426,-6.847423719
ADAMTS10,-0.344521837,0.080065516,-2.098880523,0.039139211,0.069167521,-5.011611542
ADAMTS12,-0.927146082,0.538393189,-1.63937389,0.105257039,0.159609435,-5.838034153
ADAMTS13,-0.316684073,0.076888797,-1.7718285,0.08041999,0.127189508,-5.618914371
ADAMTS14,-0.379046261,0.156142413,-2.16657423,0.033392738,0.060326832,-4.874435918
ADAMTS15,-0.207079302,0.277705403,-0.477185972,0.634595232,0.706334596,-7.053554694
ADAMTS16,-0.221962577,0.372250412,-0.688811115,0.493033696,0.57684806,-6.929859662
ADAMTS17,1.515816319,0.145824603,6.407839436,1.11E-08,1.51E-07,9.349555787
ADAMTS18,0.741929303,0.299690946,1.843051877,0.069209552,0.112108576,-5.494615031
ADAMTS19,0.07397468,0.07335673,0.520676194,0.604101782,0.679648914,-7.031771085
ADAMTS2,0.44875878,0.542044022,0.896412046,0.372855449,0.460162229,-6.765510353
ADAMTS20,-0.056969845,0.069898193,-0.573853877,0.567756359,0.645935946,-7.002574326
ADAMTS3,4.270492888,0.490358062,10.15184106,8.31E-16,7.30E-14,25.55249766
ADAMTS4,-0.348529227,0.075220406,-2.171480852,0.033006393,0.059735711,-4.864343329
ADAMTS5,1.840510308,0.31054402,3.536472158,0.000693807,0.002127669,-1.33869869
ADAMTS6,-0.157498508,0.14651615,-0.549889698,0.584002927,0.660951871,-7.016080055
ADAMTS7,0.343967273,0.152045941,2.02203498,0.046682396,0.080288662,-5.162625347
ADAMTS8,-0.046549591,0.174364778,-0.147019643,0.883504732,0.911056599,-7.157174218
ADAMTS9,1.899458151,0.294872012,3.824018958,0.000266665,0.000922843,-0.434753973
ADAMTS9-AS1,1.609906774,0.353988666,5.287393267,1.15E-06,8.29E-06,4.813653088
ADAMTS9-AS2,1.019179125,0.281517831,4.958913003,4.19E-06,2.53E-05,3.555584616
ADAMTSL1,0.506070248,0.517901303,1.212477058,0.229074909,0.306827821,-6.434790857
ADAMTSL2,0.044983766,0.309201923,0.218395669,0.827704571,0.867489489,-7.144045107
ADAMTSL3,0.225781675,0.434742135,0.470134302,0.639601594,0.710935706,-7.056908976
ADAMTSL4,-0.50494666,0.083707706,-3.377923868,0.001152982,0.003298623,-1.815482951
ADAMTSL5,-0.136130507,0.080655154,-1.028523177,0.306956935,0.392598767,-6.638993463
ADAP1,-0.576279843,0.032653839,-2.847483122,0.005660742,0.013067457,-3.28881755
ADAP2,0.328982472,0.211415341,1.293947733,0.199590892,0.272963393,-6.33404408
ADAR,0.98594645,-0.089225632,3.407895194,0.001048571,0.003042632,-1.726577534
ADARB1,1.429584775,0.203502321,3.73003747,0.000366257,0.001213718,-0.735582527
ADARB2,-0.182828032,0.073598017,-1.191588132,0.237120204,0.316174501,-6.45960803
ADARB2-AS1,-0.699324092,-0.092195504,-4.99738477,3.61E-06,2.22E-05,3.700877453
ADAT1,0.383143153,0.022305794,1.643352673,0.10442945,0.158592592,-5.83168225
ADAT2,0.764795128,0.056136361,4.49656582,2.43E-05,0.00011665,1.856750691
