Gene.Name,GSM997591,GSM997592,GSM997593,GSM997594,GSM997595,GSM997596,GSM997597,GSM997598,GSM997599,GSM997600,GSM997601,GSM997602,GSM997603,GSM997604,GSM997605,GSM997606,GSM997607,GSM997608,GSM997609,GSM997610,GSM997611,GSM997612,GSM997613,GSM997614,GSM997615,GSM997616,GSM997617,GSM997618,GSM997619,GSM997620,GSM997621,GSM997622,GSM997623,GSM997624,GSM997625,GSM997626,GSM997627,GSM997628,GSM997629,GSM997630,GSM997631,GSM997632,GSM997633,GSM997634,GSM997635,GSM997636,GSM997637,GSM997638,GSM997639,GSM997640,GSM997641,GSM997642,GSM997643,GSM997644,GSM997645,GSM997646,GSM997647,GSM997648,GSM997649,GSM997650,GSM997651,GSM997652,GSM997653,GSM997654,GSM997655,GSM997656,GSM997657,GSM997658,GSM997659,GSM997660,GSM997661,GSM997662,GSM997663,GSM997664,GSM997665,GSM997666,GSM997667
ADAM21,-0.15593147,-0.17400265,-0.17753172,-0.43209338,-0.44973707,0.17513657,0.7998605,0.14829731,0.17288971,-0.86300683,-0.18009853,-0.6552508,-0.38277054,-0.15275764,0.048210144,-0.51543975,-0.5894606,-0.40437746,-0.3636179,-0.7834606,-0.30533123,0.45299529999999993,-0.5747441999999999,-0.38860416,-0.5814023,-0.21309853,0.007359505,0.09467983,0.38211918,-0.37147759999999996,-0.49186587,-0.63308144,-0.26149654,-0.29387379999999996,-0.06428385,0.23723221,-0.36748457,-0.5592809,-0.59581876,-0.58419275,-0.7081852,-0.1867094,-0.29443455,-0.5647993,-0.8584528,0.2261982,0.009194374,0.36474323,0.36252594,-0.08465958,0.5009011999999999,0.2558956,0.87922955,0.31208086,0.62746954,0.44628429999999997,0.2433672,-0.07923794,0.48230553,0.14574146,0.14894200000000002,0.2244463,0.21072006,0.04774475,0.28896236,0.3288021,0.103710175,0.25005722,0.39373969999999997,0.4223523,-0.094613075,0.54774284,0.34319782,0.0,0.07677364,0.32916449999999997,0.22150612
ADAM22,0.119488955,-0.41229844,0.42913532,0.54090405,-0.5194854999999999,0.31277466,0.21308017,0.102347374,-0.5420513000000001,0.32613087,0.6423826,-0.93019056,-0.46216702,0.36588526,-0.16992639999999998,-0.27026009999999995,-0.069906235,-0.10602188,0.9444151,-0.30881476,-0.15955043,0.24970126,0.22447467,-0.13163805,1.0480227,0.65298414,1.0502687,1.0982776,0.88100624,0.07106066,-0.35428596,1.5747813999999998,-0.52104354,-0.71048355,2.5915546000000003,1.8039966,0.20364618,2.1173177000000005,-0.27915716,-0.47070432,0.13227344,-0.026527405,0.03355789,-0.21132302,0.3573327,-0.17680383,0.13773417,-0.08007479,0.04950571,0.0,-0.15561199,-0.082727194,0.20307946,0.12092447,-0.20862746,0.16209793,-0.13785005,-0.006997824000000001,-0.051917553,0.04950571,-0.00559473,-0.15869546,0.43799686,-0.18847942,0.006133795,-0.15885663,-0.03197956,-0.13382053,0.08031821,0.9979085999999999,-0.22511506,-0.23480654,-0.21807718,0.21738124,-0.025159359,-0.11309862,0.120795965
ADAM23,0.66162753,1.0282681,0.53335786,0.07130861,0.25651884,0.0016081329999999999,0.5747888000000001,0.04092741,0.083265066,-0.3647821,0.46921897,-0.29558897,2.490761,3.3109523999999997,-0.39960337,-0.23269009999999998,-0.018882513,0.4941411,-0.18090844,0.26335929999999996,3.3286788,0.48650765,0.7314956,0.15891719,0.52279544,0.028657912999999997,1.7722881000000001,0.47052193,1.8295762999999998,1.7115028,0.0,0.70106006,1.3406503,1.3406503,0.6413076,-0.51224995,1.1584184,-0.4578724,0.11520672,0.018977404,0.3622458,-0.60439205,0.26400447,0.028024672999999996,0.35478354,-0.15713954,-0.13992977,-0.5740354,-0.043022156,0.071845055,-0.28167343,-0.03399253,-0.23253274,-0.12358594,-0.13821435,-0.42533088,-0.28680205,-0.13265896,-0.123398066,-0.25603175,-0.2860067,-0.5326774000000001,-0.20114112,-0.3660941,-0.42240143,0.01682973,-0.30774188,-0.097644806,-0.47419643,-0.47129607,0.6875340999999999,-0.32794714,-0.09593916,-0.1946783,-0.26050305,-0.26738334,-0.18256807
ADAM32,0.09059262,0.1852057,0.35225892,-0.22279668,-0.38702345,0.08843350400000001,0.44978452,-0.022815704,0.7613709,0.002586603,-0.29398656,-0.24683332,-0.012322903,0.035604715,-0.06172228,-0.066697836,0.20237517,0.016569614,-0.20804095,0.069330454,-0.056698084,-0.18285513,-0.38348365,-0.18628454,-0.37963367,0.09794831,0.39316583,-0.14710689,-0.08714652,-0.00193429,-0.09388471,0.23848653,-0.36563873,-0.22764039,-0.20589328,0.037588357999999995,-0.38854337,-0.15821338,-0.32007670000000005,-0.41527367,0.0,-0.46782446,-0.41937947,-0.30888748,-0.37918687,0.61384225,-0.2402513,0.28825307,0.77798295,-0.05604744,0.5729759,0.8830568999999999,-0.038275957,1.1565421,-0.10540104,0.35966420000000004,-0.17466116,0.6584131999999999,-0.14421272,1.3171146,1.3297298,0.13630079999999997,0.43036103,1.011534,0.82375884,0.36423278,0.69910264,-0.056767464000000004,-0.05722332,0.39882779999999995,0.51118493,0.05161786,0.28164887,0.18456864,-0.060317515999999995,0.5863793,0.11935544
ADAM33,0.10742617,1.7565598000000002,1.1350236,2.0713377,0.56305456,0.18154621,0.80082417,0.8748193000000001,0.6266116999999999,0.6197934,2.1664262,0.36648417,-0.29145956,0.19840479,0.82707167,0.26217175,0.043295383,0.52642107,0.07866144,0.071148396,0.5640874,0.7662081999999999,0.5239744000000001,0.1449461,0.73175573,-0.10934496,-0.18657637,1.70545,-0.17180204,-0.14205742,0.43752240000000003,0.7727914,1.1353688,1.0142937,0.50561666,-0.27043772,0.03390646,1.70648,0.2659788,0.0,-0.006293774,0.2639308,0.92836094,0.015395165,-0.42662215,-0.9467664000000001,-0.25239563,-0.76460624,0.33301783,-0.6001253000000001,-0.3594663,-0.56467175,-0.32594204,-0.7838509,-0.7347634,-0.92888856,-0.72272015,-0.44555950000000005,-0.5716286,-0.5826304,-0.5847287,-0.83809423,-0.3585987,-0.6061901999999999,-0.5058217,-0.74869394,-0.5610833000000001,-0.37617135,-0.21337461,-0.35653806,-0.92764974,-0.40747595,-0.027552128,-0.74313307,0.28880500000000003,-0.8453224,-0.8291476000000001
ADAM7,0.2166791,0.21924925,0.3484156,0.001157045,0.37620687,0.39027740000000005,0.05957675,0.42289805,0.08067703,0.45102334,0.7724006,0.14213395,-0.0042278770000000005,-0.05915475,0.9120488000000001,-0.026680707999999997,0.24486637,0.15881681,0.1765759,0.16320133,-0.25629282,0.769938,-0.012513399,0.03913188,0.40378022,0.11660552,0.3670671,0.20964432,0.10072827,-0.014259338,0.11241245,-0.13153148,0.24417399999999997,-0.2058971,0.51381063,0.00684166,-0.33388162,0.39529443,0.060557365,-0.11188984,-0.33304214,-0.10613489,-0.27074790000000004,-0.32245445,-0.2601571,-0.018620253,-0.01019907,-0.18598699999999999,0.25248265,-0.10176444,-0.03180337,-0.037985563,0.11242533,0.0372684,-0.07451439,-0.016581535,-0.036188364,-0.17822313,0.21335125,-0.14121175,0.0,-0.12533139999999998,0.22852683,-0.13014436,-0.059402943,-0.15534139,-0.10403085,-0.09166669999999999,0.09863138,-0.059351444,-0.20038295,-0.06598258,-0.1864829,-0.12114835,-0.03378415,0.033276558,0.26517487
ADAM8,0.098148346,-0.38335514,-0.9493475,-1.0191154,-0.4531517,-0.9535674999999999,-0.25683308,0.053685665,-0.45450497,0.6947899000000001,-0.33767414,1.1701416999999998,-0.5111064999999999,1.3302412000000001,2.007101,1.1690221,2.3684607000000004,0.18649960000000002,1.2869271999999998,2.120205,0.6714883,0.8535843000000001,1.0506124,1.5222225,0.6388588000000001,-0.551075,-0.66999626,0.0,-0.45934868,1.3170823999999999,1.5778131000000002,-0.09734726,2.3915033,2.1215509999999997,-0.14828682,1.1726279,0.11097479,0.5313263,0.41928482,0.32366133,-0.3116007,-0.1391716,-0.49345684,-0.6327343000000001,-1.0161200000000001,1.1385708,-0.48584510000000003,0.24268818,-0.11452770000000001,-0.23918724,0.110244274,-0.57431316,-0.7549534000000001,0.27824688,-0.23972511,0.24459505,0.38000393,1.9458756000000001,-0.74952316,0.24062538,-0.1664505,-0.52698326,0.5746889000000001,-0.8608836999999999,-0.074661255,-0.29876040000000004,1.2526007,-0.31136703,-0.5980996999999999,-0.6846914000000001,1.7833718999999997,-0.30966663,0.15308666,-0.16309357,0.5140643,-0.09571791,-0.26736832
ADAM9,-0.37946486,0.53371716,-0.066975355,-0.17925477,-0.33724332,0.23151302,0.39872932,0.02272582,-0.36275125,-0.33912396,-0.24264288,-0.48697376,0.15775514,-0.019192696000000002,0.24054289,0.32079697,-0.43171597,-0.46628284,0.013213158000000001,-0.2056799,-0.4044237,-0.30723190000000006,-0.6374965,-0.30236483,-0.07813048,-0.09921121599999999,-0.16136217,-0.2954731,-1.0957003,-0.43001342,0.10617304,-0.29094625,-0.55509996,0.044745684,-0.15624285,0.003705263,-0.46273804,-0.38154864,1.5622797,0.61595726,0.75535583,1.1619501,2.0358953,1.7146244,0.8095236,0.26425266,-0.08734417,-0.12450695,0.70830154,-0.15630722,0.046052694000000005,0.093673706,-0.137429,0.25223303,0.24767733,0.09652758,0.15112424,0.5694766,-0.27822733,0.0,0.44893837,0.2585311,-0.20328736,0.8121486,-0.124450445,0.26529598,0.23040819,0.38054752,-0.15376139,0.57455015,0.6374512,0.2358141,-0.18288946,0.30572987,0.21704435,-0.029088258999999998,-0.0725553
ADAMTS12,0.15029335,-0.94460773,0.17334986,-0.14065027,0.16818237,-0.42508793,-0.4691229,-0.15085793,-0.72800684,4.086213,-0.9702139000000001,3.0407523999999997,2.0075788,2.9662771,0.04328966,2.4448805,0.60312796,3.1992264,3.1282282,2.75113,0.9542289,0.1208787,3.4329699999999996,4.135786,-0.9610224,1.0876278999999998,0.10815334,-0.5398388000000001,0.60017586,-0.0969944,0.98727465,-2.0416613,3.6512718,3.7179556000000002,5.074893,1.8312235000000001,1.0976218999999998,0.0,4.605773999999999,-1.1666546,-1.2642403,-1.0107355,-0.23528576,-1.1515493,-0.9998555,-0.30550385,-0.64001465,0.06398773,0.06747246,-0.42152690000000004,-0.34579182,-0.057160378,-0.35579014,-0.79064083,-0.1108222,0.29606056,1.6351461,-0.251719,-0.5587878000000001,-0.22422457,0.44675590000000004,0.40377808,-0.32652473,-0.29534006,-0.3866067,-0.51730156,-0.4012103,2.2357082000000004,-0.36181927,-0.5715623000000001,0.3213458,0.35915756,0.33667659999999994,-0.50892115,-0.2884941,0.20754242,-0.069572926
ADAMTS14,-0.20754719,0.794899,0.48911000000000004,0.43010473,0.20515823,0.7479266999999999,1.026216,0.046756744,0.40998745,1.1073475,1.2439656000000001,0.44103765,0.0065751080000000005,-0.039823055,1.1357865,1.4097662,0.5907669,0.63077545,0.0,1.3984385,-0.30990124,0.7815628000000001,0.6898217,0.88325834,-0.114206314,0.04670286,0.06304121,0.34604025,-0.11356163,-0.078986645,0.7540884,1.0432076,0.4449401,0.2525673,0.6788911999999999,0.042549132999999996,-0.3251834,-0.07954788,0.91961956,-0.28506517,-0.49251795,-0.57288027,-0.6765318,-0.5117717,-0.28733826,-0.31340075,0.22850513,-0.020569801000000002,0.7461319000000001,-0.16063404,-0.045402527000000005,-0.28976965,0.083069324,0.018996238999999998,-0.08955383,-0.18334913,-0.018525599999999996,-0.21361065,-0.04769039,-0.29963398,0.034715652,-0.5746813000000001,-0.09031963,-0.32851696,-0.15504646,-0.06435394,-0.31585312,-0.016789913,-0.21980095,-0.35202694,-0.02920723,-0.14809895,0.17836475,-0.46456814,0.3783269,-0.20868921,0.03890276
ADAMTS15,-0.8389015,-0.89236784,-0.24367142,-0.967885,-0.84332323,-0.23782063,0.27616072,-0.009814739,-1.1812757999999999,-0.21772194,-0.8594165000000001,0.94833136,-0.29742718,2.4718017999999997,0.0,-0.6803756,3.038951,-0.46535683,-0.97605467,-0.8568515999999999,-0.09479046,0.15194225,0.59481573,-1.1900158,-0.76990604,-0.15962267,-0.9301901,1.8981824,0.74922276,-0.4203081,-0.8306613000000002,0.31876707,-0.9542389000000001,-0.93058157,-0.7626095,-0.7202281999999999,0.05451393,-0.8936758,-0.26095533,0.91498137,1.0482745,0.5929823000000001,1.1387843999999998,0.3040743,-0.40854883,0.5923691,-0.04694271,-0.09948301,0.12384224,1.7747769,2.2410665,2.2523546000000003,-0.43396473,3.473013,0.32230473,-0.4998665,-0.7338109,1.4288597,0.48936892,1.6636996,1.2649751,0.037263393,-0.36961365,1.5619221,1.4191833,2.1534214,0.5248704000000001,-0.128582,-0.52809334,1.7310486,-0.95139647,1.0745373,1.0328732,0.7242613,0.09054994599999999,2.3940650000000003,1.1972542
ADAMTS16,1.2555251,1.4073486000000002,0.54704,1.1175475000000001,1.287808,1.0416336,1.3402476,1.0761728000000002,1.0347962,0.75531626,0.71761227,0.94771385,2.449995,0.16789246,1.0637421999999999,1.7484703000000001,-0.6383175999999999,2.179267,1.2917604,0.45046806,0.069348335,0.96689796,-0.054141999999999996,1.2010555,1.2494688,0.18492556,0.8217181999999998,0.35218048,0.72788906,-0.4830637,0.23063374,2.834704,-0.19959259,0.10048771,3.1165762000000004,-0.08788299599999999,1.170949,0.14617395,4.384965,0.034148693,-0.6335578000000001,-0.81169796,-0.42420673,-0.23320103,-0.523304,-0.29837608,-0.1795783,-0.26488113,0.15938902,-0.17671728,-0.22120476,-0.23069286,-0.049863815,-0.22197579999999997,-0.16260386,-0.23864174,-0.11268519999999999,0.15066051,0.0,-0.21041775,-0.4463482,-0.17457104,0.29088783,-0.38253117,-0.059231757999999995,-0.19338894,-0.30067396,-0.65164876,-0.051256657000000004,-0.30667114,-0.40109634,-0.47866058,-0.35710526,-0.3046236,-0.32218359999999996,-0.36388683,-0.15965223
ADAMTS18,1.2896457000000001,1.1651983,2.2951674,1.1265129999999999,0.6682129,2.0928226000000003,1.6839436999999997,0.55303097,-0.5460248000000001,-0.26488638,1.4257388,-0.79608107,3.4970279000000004,1.144547,1.1251512,-0.95083666,-1.0335689000000001,2.4615712000000003,-0.4793458,-0.8419056,1.3301978,0.093820095,0.35115290000000005,-0.44163656,-0.7440038,0.5127248999999999,2.6858478,-0.5481205,2.8632417,2.1579479999999998,-0.1816597,-0.70008516,0.79550076,0.13592672,0.58715296,0.31677818,1.7014078999999998,0.27563572,-1.6877718000000002,-1.2283311000000001,0.6312394,0.97586584,1.0069636999999998,0.49805593,1.5422001,-0.39187956,-0.21384096,-0.1542716,0.28774738,-0.41929102,-0.37202597,-0.22898960000000002,-0.36316347,-0.25764227,-0.227242,-0.36888313,-0.32447767,-0.2396326,0.040459156,-0.60909176,-0.47765159999999995,-0.39542294,-0.17121172,-0.27459288,0.0,-0.5585941999999999,0.3752551,-0.007390976,0.28829575,-0.57445145,-0.2925191,-0.096553326,0.062925816,1.1274013999999999,0.01767683,-0.4442544,-0.20645761
ADAMTS2,-0.54970264,-0.13799906,-0.33544109999999994,-0.70100784,-1.1226811,0.15992069,0.002780438,-0.6749935,0.01793003,3.2705393,0.027935505,2.1933842,1.8473301,3.1241875,0.5810013,3.096939,1.084918,3.985837,3.2231836,2.5188580000000003,1.5403513999999998,0.013819695,3.0340576,4.1076239999999995,-1.0323992,1.9181213,-0.027551651,-0.951622,1.5817466,0.0022392270000000003,2.302229,-1.3147701999999999,3.1679306,2.7059994,4.6872997000000005,1.3430743,0.9520073,0.84045935,4.286294,0.39549494,-0.38125992,-0.06861353,0.97001743,0.32308817,-0.39748907,-0.6415224,-0.58055496,-0.27613068,-0.9768610000000001,-0.2187419,-0.5020256,-0.83059025,-0.41478968,-0.734509,-0.16291714,-0.40687466,0.67224646,-0.83257055,-0.23090124,-0.6600833,-0.21077728,0.0,-0.7282438,-0.38828609999999997,-0.57301235,-0.63750744,-0.7705512,1.8404503,-0.75016737,-0.8531103000000001,0.6381296999999999,0.16087389,0.6297693,-0.78293324,-0.5011239000000001,-0.15556192,0.005199432
